Baseline check,,dilution x 100,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
549.9841309,0.0001973217877,549.9841309,0.0005601969897,
549.0092773,0.0001793491247,549.0092773,0.0003399640264,
547.9968872,-8.060142864E-005,547.9968872,0.0003870122891,
546.9841919,0.0001459696214,546.9841919,0.0004891059361,
546.0087891,0.0001620505063,546.0087891,0.0006531797699,
544.9955444,0.0001591502078,544.9955444,0.0005967189209,
543.9821777,6.655792095E-005,543.9821777,0.0003765451838,
543.0059814,0.0001170980177,543.0059814,0.0006113648415,
541.9921265,0.000128206244,541.9921265,0.0006374695222,
541.015564,-3.748126619E-005,541.015564,0.0004738421994,
540.0012817,3.934845518E-005,540.0012817,0.0005971596111,
538.9865723,-7.43381388E-005,538.9865723,0.0002943973232,
538.0093384,4.957445708E-005,538.0093384,0.0002748147235,
536.9943237,7.968432328E-005,536.9943237,0.0004562986142,
536.0166626,0.0001030901622,536.0166626,0.0005206976202,
535.0011597,-0.0001285306935,535.0011597,0.0004527225974,
533.9853516,0.0001021580465,533.9853516,0.0005746861571,
533.0070801,0.0002527723555,533.0070801,0.0007191377808,
531.9907837,-3.416813342E-005,531.9907837,0.0006134645664,
531.0120239,0.0002200346935,531.0120239,0.0006615535822,
529.9953613,0.0001211632334,529.9953613,0.0006551760016,
529.0161133,0.0002987750631,529.0161133,0.0005780039355,
527.9990234,0.0001187292801,527.9990234,0.0006042880705,
526.9816284,6.707572174E-005,526.9816284,0.0006725201965,
526.00177,0.0001694826205,526.00177,0.0005105900927,
524.9839478,0.0001624389406,524.9839478,0.0006375472876,
524.0036011,0.0001641739509,524.0036011,0.0007302873419,
522.9853516,-7.972805179E-006,522.9853516,0.0006977988523,
522.0045776,-9.193722508E-005,522.0045776,0.0005007419968,
520.9859009,-6.315716746E-005,520.9859009,0.0005182873574,
520.0046387,-2.024235619E-005,520.0046387,0.0005077652168,
518.9855347,0.0001449079427,518.9855347,0.0005429090816,
518.0039063,0.0001494654134,518.0039063,0.0007002879283,
516.9842529,0.0001400915644,516.9842529,0.0006469578366,
516.0021973,0.0001129551674,516.0021973,0.0006825796445,
514.9821777,6.386538007E-005,514.9821777,0.0007281092694,
513.9996948,-4.063906817E-005,513.9996948,0.0005329824635,
513.0170288,0.0003323217388,513.0170288,0.0008514210931,
511.9962463,0.0001512262679,511.9962463,0.0008342512883,
511.0131226,-3.339161412E-005,511.0131226,0.0007901109057,
509.9919739,-2.360736107E-005,509.9919739,0.0008073567296,
509.0084534,-4.923231972E-005,509.0084534,0.0007184636197,
507.9868774,3.99438868E-005,507.9868774,0.0009504330228,
507.0029297,-2.531573955E-005,507.0029297,0.0009802940767,
506.0187378,0.0001330224768,506.0187378,0.001034677029,
504.99646,0.0001002679273,504.99646,0.0009815912927,
504.0118713,-2.692132284E-006,504.0118713,0.001116809319,
502.9891663,0.000228167075,502.9891663,0.001151197939,
502.0041504,0.0001163212291,502.0041504,0.0009487207863,
500.9811096,0.0002112290822,500.9811096,0.001137987245,
499.9956665,0.0001089159268,499.9956665,0.001124984468,
499.0100403,-6.010305879E-005,499.0100403,0.001196672907,
497.9862061,2.070926894E-005,497.9862061,0.001178269507,
497.0001831,7.644799189E-005,497.0001831,0.001150185708,
496.0140076,4.229973274E-005,496.0140076,0.001161190565,
494.989563,3.520634345E-005,494.989563,0.0009404970915,
494.0029602,0.0001671519713,494.0029602,0.001188678085,
493.0160828,8.066817099E-005,493.0160828,0.001261363504,
491.9910583,-0.0001176616715,491.9910583,0.0009901530575,
491.0037842,-7.920384087E-005,491.0037842,0.0008622886962,
490.0163574,9.907690401E-005,490.0163574,0.001187925343,
488.9906921,7.934773748E-005,488.9906921,0.001215180964,
488.0028381,9.946528007E-005,488.0028381,0.001270268345,
487.0147705,0.000193644315,487.0147705,0.00113806501,
485.9884338,8.659719606E-005,485.9884338,0.001006343053,
484.9999695,4.517336492E-005,484.9999695,0.001111151651,
484.0112915,-3.846484469E-005,484.0112915,0.001082942472,
482.984436,7.114046457E-005,482.984436,0.001011117129,
481.9953613,-2.013881567E-005,481.9953613,0.0008467006264,
481.006012,-0.0001216470118,481.006012,0.0007064068923,
480.0166016,2.138233685E-005,480.0166016,0.0009361647535,
478.9888611,-2.417682117E-005,478.9888611,0.0009443105664,
477.9990234,0.0001497243647,477.9990234,0.001013011206,
477.0089722,-1.242508733E-005,477.0089722,0.0007394146523,
476.0187378,0.000115052484,476.0187378,0.0009450369398,
474.9901428,-0.0001449372357,474.9901428,0.0007181524998,
473.9995117,0.0001903294469,473.9995117,0.0008149296045,
473.0086365,-2.547104668E-005,473.0086365,0.0007150410675,
472.0176086,7.339291915E-005,472.0176086,0.000819649722,
470.9882813,0.0001392370614,470.9882813,0.0007790635573,
469.9968262,8.76846243E-005,469.9968262,0.0007238568505,
469.005249,-6.600420602E-005,469.005249,0.0006756572402,
468.0134583,3.844236562E-005,468.0134583,0.0007492162986,
466.9833069,6.83961116E-005,466.9833069,0.0008094055229,
465.9911194,0.0001380459144,465.9911194,0.0007728916244,
464.9987488,3.572410424E-005,464.9987488,0.0007743957103,
464.006134,6.77747521E-005,464.006134,0.0007488013944,
463.0133972,7.007896784E-005,463.0133972,0.0008001471288,
461.9822693,7.738004933E-005,461.9822693,0.0008037000662,
460.9890747,-3.623884186E-005,460.9890747,0.0006845241296,
459.9957886,0.0001021321514,459.9957886,0.0008372339071,
459.0022583,0.0001084498581,459.0022583,0.0008928959724,
458.0085449,1.641201379E-005,458.0085449,0.0008491646149,
457.014679,3.727595413E-006,457.014679,0.0007584996056,
455.9823914,-8.44835813E-005,455.9823914,0.0008610177902,
454.9880981,-0.0001460240746,454.9880981,0.0007535986369,
453.9936523,-4.586751311E-005,453.9936523,0.0007063031662,
452.9989929,-4.488394916E-005,452.9989929,0.0007901627687,
452.0042114,-7.785801427E-005,452.0042114,0.0007740845322,
451.0091858,-5.715245788E-005,451.0091858,0.0006556426524,
450.0140076,3.606065002E-005,450.0140076,0.000580984808,
449.0186462,-5.171708472E-005,449.0186462,0.0008177824202,
447.9847717,7.481688954E-005,447.9847717,0.0008107541362,
446.9890442,-2.381502554E-006,446.9890442,0.000819312525,
445.993042,-4.928408816E-005,445.993042,0.0008775920724,
444.9969482,2.876026338E-005,444.9969482,0.0009127139929,
444.0007324,5.967125617E-005,444.0007324,0.0007483865484,
443.0041809,-0.0001058607086,443.0041809,0.000709492364,
442.0075684,-4.835229629E-005,442.0075684,0.0007698835689,
441.0107422,-3.924135672E-005,441.0107422,0.000839049404,
440.0137329,5.646096542E-005,440.0137329,0.0009820064297,
439.01651,-4.716167314E-005,439.01651,0.0008479715325,
438.019165,-7.055941387E-005,438.019165,0.0009958350565,
436.9832764,-6.388187467E-005,436.9832764,0.0007639970281,
435.9855347,4.662313222E-005,435.9855347,0.0009429356433,
434.9875793,-7.019707118E-005,434.9875793,0.0008497870876,
433.989502,-7.330287917E-005,433.989502,0.0008636115235,
432.9912415,0.0001154667698,432.9912415,0.0009318065713,
431.9928284,-3.116558582E-005,431.9928284,0.0009522489854,
430.9942322,0.0001564829872,430.9942322,0.0009114169516,
429.9954224,1.985499148E-005,429.9954224,0.0009833296062,
428.99646,5.136079926E-005,428.99646,0.0008460262907,
427.9973145,-3.820600978E-005,427.9973145,0.0008098983089,
426.9979858,0.0001985130802,426.9979858,0.001013789675,
425.9985046,1.553185939E-005,425.9985046,0.0009182652575,
424.9988708,-4.762757089E-005,424.9988708,0.000968307897,
423.9990234,7.036376337E-005,423.9990234,0.001047728932,
422.9989929,-6.471444067E-006,422.9989929,0.0009944599587,
421.9988403,7.144586107E-006,421.9988403,0.0009623927181,
420.9985352,0.0001884648518,420.9985352,0.0009938891744,
419.9979553,-0.0001604115969,419.9979553,0.000826315023,
418.9973145,0.0003299384261,418.9973145,0.001049130224,
417.9964294,0.0002095715899,417.9964294,0.001087613637,
416.9953918,0.0003599122865,416.9953918,0.001243995852,
415.9941711,0.0002473849745,415.9941711,0.001132796402,
414.9927979,-0.0001076205226,414.9927979,0.0009988187812,
413.9913025,8.310190606E-005,413.9913025,0.00106719078,
412.9895325,0.0002362737141,412.9895325,0.001049156068,
411.9877014,7.618908421E-005,411.9877014,0.001019030926,
410.9856567,0.0001996525825,410.9856567,0.001206926187,
409.9833984,0.0001566901483,409.9833984,0.001121247304,
408.9810791,6.919870793E-005,408.9810791,0.001191974618,
408.0170593,0.0001066115001,408.0170593,0.001281302189,
407.0143738,0.0001351716783,407.0143738,0.001350393868,
406.0115051,0.0001129033844,406.0115051,0.001025673351,
405.0084534,0.0002176778798,405.0084534,0.001338683069,
404.0052795,-0.0001368634257,404.0052795,0.00101412693,
403.0019226,0.0001602896082,403.0019226,0.001245994703,
401.9983826,2.029507414E-005,401.9983826,0.001143022324,
400.9946594,-6.455480616E-005,400.9946594,0.001107700053,
399.9908142,-8.458710363E-005,399.9908142,0.001310173422,
398.9867859,2.378985664E-005,398.9867859,0.001402122318,
397.982605,5.910168693E-005,397.982605,0.001407394186,
397.0169067,6.145763473E-005,397.0169067,0.001255626092,
396.0124207,0.000272820238,396.0124207,0.001305292244,
395.0077515,-0.0001354142732,395.0077515,0.001264894265,
394.0029602,0.0001408166136,394.0029602,0.001476817532,
392.9979553,0.0001092525272,392.9979553,0.001519183395,
391.9928589,8.607937343E-005,391.9928589,0.001238622121,
390.9875488,-4.400391845E-005,390.9875488,0.001255859737,
389.9820557,3.326474325E-005,389.9820557,0.001282548415,
389.0151062,3.072772961E-005,389.0151062,0.001310952357,
388.0093689,0.0001414121798,388.0093689,0.00144518225,
387.003418,-0.0001368634257,387.003418,0.001161554013,
385.997345,5.739298285E-005,385.997345,0.001418873086,
384.9910889,0.0002708775864,384.9910889,0.001510221628,
383.9847107,9.319948731E-005,383.9847107,0.001427443465,
383.0169067,-2.205428427E-005,383.0169067,0.001368622761,
382.0101929,0.0001011223649,382.0101929,0.00133359374,
381.0033264,-9.20407474E-005,381.0033264,0.001253471361,
379.9963074,0.0001183926724,379.9963074,0.00134558999,
378.9891357,0.0001674627274,378.9891357,0.001135755214,
377.9818115,0.0002146218176,377.9818115,0.001573296264,
377.0130615,9.785998554E-005,377.0130615,0.001369817299,
376.0054321,-9.711329767E-005,376.0054321,0.001230548602,
374.9976807,9.422594303E-006,374.9976807,0.001225875923,
373.9897461,4.408604218E-005,373.9897461,0.001514741452,
372.9816895,-1.294279173E-005,372.9816895,0.001319442759,
372.0122375,0.0003335652291,372.0122375,0.001478583785,
371.0038452,0.0001038928167,371.0038452,0.001265725004,
369.9953308,7.248131624E-006,369.9953308,0.001232313807,
368.9866028,8.206627535E-005,368.9866028,0.001224162639,
368.0166016,0.000101407175,368.0166016,0.001468142262,
367.0076294,6.367994956E-006,367.0076294,0.001400460256,
365.9985046,0.0003043444012,365.9985046,0.001565086655,
364.9892273,7.584655123E-006,364.9892273,0.001188003225,
364.0186157,0.0001791160612,364.0186157,0.001293452806,
363.0090637,5.788488124E-005,363.0090637,0.001149900141,
361.9993286,0.0002588850621,361.9993286,0.001527366228,
360.989502,2.192596912E-005,360.989502,0.0015017275,
360.0183411,0.0001389522222,360.0183411,0.001436091959,
359.0082092,-0.0001195249497,359.0082092,0.001405939925,
357.9978943,0.0001233123767,357.9978943,0.001316664508,
356.9874878,2.334977034E-005,356.9874878,0.001461960608,
356.0157471,-1.061311741E-005,356.0157471,0.001444351044,
355.0050049,0.0001110132216,355.0050049,0.00137921772,
353.9941711,0.0001309768559,353.9941711,0.001431962475,
352.9831543,4.266217002E-005,352.9831543,0.001219983213,
352.0108948,0.0001044624441,352.0108948,0.001463518944,
350.9996033,0.0001220177073,350.9996033,0.001543446328,
349.9881592,-7.356169226E-005,349.9881592,0.001475051278,

Baseline check,
Baseline check
Collection Time: 1/23/2025 1:04:30 PM
Operator Name  :
Scan Version 5.0.0.999
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  550.0
Stop (nm)  350.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  600.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 1/23/2025 12:33:30 PM
Method Modifications:
UVVIS SAT Changed: 1/23/2025 12:34:00 PM, Old:0.0125, New:0.1000
Common SAT Changed: 1/23/2025 12:34:00 PM, Old:0.0125, New:0.1000
X Start nm Changed: 1/23/2025 12:34:14 PM, Old:  800.0, New:  550.0
X Stop nm Changed: 1/23/2025 12:34:14 PM, Old:  200.0, New:  350.0
Common Interval nm Changed: 1/23/2025 12:34:14 PM, Old:     5.00, New:     1.00
Baseline Correction Changed: 1/23/2025 12:34:14 PM, Old:0, New:1
Storage Changed: 1/23/2025 12:34:14 PM, Old:1, New:0
Saved as C:\Users\Gryczynski Zygmunt\Desktop\Spectroscopy and Fluorescence Course\012325+R110+Abs.BSWSaved as F:\012325+R110+Abs+Diya.BSWSaved as F:\012325+R110+Abs+Himish.BSWSaved as F:\Class2025\012325+R110+Abs+Ugur.BSWSaved as F:\Class2025\012325+R110+Abs+Sebastian.BSWSaved as F:\Class2025\012325+R110+Abs+Geoffrey.BSWSaved as F:\John_Brannon_Rb110.BSW
End Method Modifications
<Current Wavelength> , 353.0

dilution x 100,
dilution x 100
Collection Time: 1/23/2025 1:09:16 PM
Operator Name  :
Scan Version 5.0.0.999
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  550.0
Stop (nm)  350.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  600.000
UV-Vis Data Interval (nm)  1.00
UV-Vis Ave. Time (sec)  0.1000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 1/23/2025 12:33:30 PM
Method Modifications:
UVVIS SAT Changed: 1/23/2025 12:34:00 PM, Old:0.0125, New:0.1000
Common SAT Changed: 1/23/2025 12:34:00 PM, Old:0.0125, New:0.1000
X Start nm Changed: 1/23/2025 12:34:14 PM, Old:  800.0, New:  550.0
X Stop nm Changed: 1/23/2025 12:34:14 PM, Old:  200.0, New:  350.0
Common Interval nm Changed: 1/23/2025 12:34:14 PM, Old:     5.00, New:     1.00
Baseline Correction Changed: 1/23/2025 12:34:14 PM, Old:0, New:1
Storage Changed: 1/23/2025 12:34:14 PM, Old:1, New:0
Saved as C:\Users\Gryczynski Zygmunt\Desktop\Spectroscopy and Fluorescence Course\012325+R110+Abs.BSWSaved as F:\012325+R110+Abs+Diya.BSWSaved as F:\012325+R110+Abs+Himish.BSWSaved as F:\Class2025\012325+R110+Abs+Ugur.BSWSaved as F:\Class2025\012325+R110+Abs+Sebastian.BSWSaved as F:\Class2025\012325+R110+Abs+Geoffrey.BSWSaved as F:\John_Brannon_Rb110.BSW
End Method Modifications
<Current Wavelength> , 355.0

